"PSP","sample_id","trial_id","files","sample_type","rationale","sample_date","files.1","report_date","amplicon","reads_aligned","percent_aligned","average_coverage","percent50x_coverage","number_mutations","predicted_variant","error","command_sam","command_bam","command_filt1","command_qual","command_sort","command_index","command_pileup1","command_pileup2","command_var1","command_var2","command_consensus","version_bwa","version_samtools","version_bcftools","version_bbmap"
"PSP0117","1-T19_0_03H_S82",NA,"1-T19_0_03H_S82_RX_001.fastq.gz","T19","pilot","2024-08-07",NA,"09/19/2024","T19",104368,0,NA,10259700,NA,NA,"","bwa mem -M T19.fasta 00_Raw-Data/1-T19_0_03H_S82_R1_001.fastq.gz 00_Raw-Data/1-T19_0_03H_S82_R2_001.fastq.gz >  ./temp_Sam-Files/1-T19_0_03H_S82_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T19_0_03H_S82_genome.sam > ./01_Bam-Files/1-T19_0_03H_S82_genome.bam","samtools view -h ./01_Bam-Files/1-T19_0_03H_S82_genome.bam > ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.bam > ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_0_03H_S82_covstats.txt basecov=./02_Variant-Calling/1-T19_0_03H_S82_basecov.txt countgc=f overwrite=t 2> PSP0117.txt","samtools mpileup ./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.sorted.bam -f ./T19.fasta > ./02_Variant-Calling/1-T19_0_03H_S82_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T19_0_03H_S82_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_0_03H_S82_allVariants.vcf shist=./02_Variant-Calling/1-T19_0_03H_S82_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0124","1-T19_NT_S78",NA,"1-T19_NT_S78_RX_001.fastq.gz","T19","pilot","2024-08-07",NA,"09/19/2024","T19",95380,0,NA,10666100,NA,NA,"","bwa mem -M T19.fasta 00_Raw-Data/1-T19_NT_S78_R1_001.fastq.gz 00_Raw-Data/1-T19_NT_S78_R2_001.fastq.gz >  ./temp_Sam-Files/1-T19_NT_S78_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T19_NT_S78_genome.sam > ./01_Bam-Files/1-T19_NT_S78_genome.bam","samtools view -h ./01_Bam-Files/1-T19_NT_S78_genome.bam > ./01_Bam-Files/1-T19_NT_S78_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T19_NT_S78_genome.filt.bam > ./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_NT_S78_covstats.txt basecov=./02_Variant-Calling/1-T19_NT_S78_basecov.txt countgc=f overwrite=t 2> PSP0124.txt","samtools mpileup ./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.sorted.bam -f ./T19.fasta > ./02_Variant-Calling/1-T19_NT_S78_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T19_NT_S78_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_NT_S78_allVariants.vcf shist=./02_Variant-Calling/1-T19_NT_S78_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0131","1-T20_3M_S89",NA,"1-T20_3M_S89_RX_001.fastq.gz","T20","pilot","2024-08-07",NA,"09/19/2024","T20",120070,0,NA,4596100,NA,NA,"","bwa mem -M T20.fasta 00_Raw-Data/1-T20_3M_S89_R1_001.fastq.gz 00_Raw-Data/1-T20_3M_S89_R2_001.fastq.gz >  ./temp_Sam-Files/1-T20_3M_S89_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T20_3M_S89_genome.sam > ./01_Bam-Files/1-T20_3M_S89_genome.bam","samtools view -h ./01_Bam-Files/1-T20_3M_S89_genome.bam > ./01_Bam-Files/1-T20_3M_S89_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T20_3M_S89_genome.filt.bam > ./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_3M_S89_covstats.txt basecov=./02_Variant-Calling/1-T20_3M_S89_basecov.txt countgc=f overwrite=t 2> PSP0131.txt","samtools mpileup ./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.sorted.bam -f ./T20.fasta > ./02_Variant-Calling/1-T20_3M_S89_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T20_3M_S89_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_3M_S89_allVariants.vcf shist=./02_Variant-Calling/1-T20_3M_S89_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0073","1-T13_0_12H_S35",NA,"1-T13_0_12H_S35_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",46824,0,NA,3900,NA,NA,"","bwa mem -M T13.fasta 00_Raw-Data/1-T13_0_12H_S35_R1_001.fastq.gz 00_Raw-Data/1-T13_0_12H_S35_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_0_12H_S35_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_0_12H_S35_genome.sam > ./01_Bam-Files/1-T13_0_12H_S35_genome.bam","samtools view -h ./01_Bam-Files/1-T13_0_12H_S35_genome.bam > ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.bam > ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_12H_S35_covstats.txt basecov=./02_Variant-Calling/1-T13_0_12H_S35_basecov.txt countgc=f overwrite=t 2> PSP0073.txt","samtools mpileup ./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_0_12H_S35_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_0_12H_S35_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_12H_S35_allVariants.vcf shist=./02_Variant-Calling/1-T13_0_12H_S35_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0080","1-T14_0_12H_S42",NA,"1-T14_0_12H_S42_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",12564,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T14.fasta 00_Raw-Data/1-T14_0_12H_S42_R1_001.fastq.gz 00_Raw-Data/1-T14_0_12H_S42_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_0_12H_S42_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_0_12H_S42_genome.sam > ./01_Bam-Files/1-T14_0_12H_S42_genome.bam","samtools view -h ./01_Bam-Files/1-T14_0_12H_S42_genome.bam > ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.bam > ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_12H_S42_covstats.txt basecov=./02_Variant-Calling/1-T14_0_12H_S42_basecov.txt countgc=f overwrite=t 2> PSP0080.txt","samtools mpileup ./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_0_12H_S42_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_0_12H_S42_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_12H_S42_allVariants.vcf shist=./02_Variant-Calling/1-T14_0_12H_S42_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0060","1-T11_0_3H_S21",NA,"1-T11_0_3H_S21_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",79754,0,NA,39300,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_0_3H_S21_R1_001.fastq.gz 00_Raw-Data/1-T11_0_3H_S21_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_0_3H_S21_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_0_3H_S21_genome.sam > ./01_Bam-Files/1-T11_0_3H_S21_genome.bam","samtools view -h ./01_Bam-Files/1-T11_0_3H_S21_genome.bam > ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.bam > ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_3H_S21_covstats.txt basecov=./02_Variant-Calling/1-T11_0_3H_S21_basecov.txt countgc=f overwrite=t 2> PSP0060.txt","samtools mpileup ./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_0_3H_S21_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_0_3H_S21_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_3H_S21_allVariants.vcf shist=./02_Variant-Calling/1-T11_0_3H_S21_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0067","1-T12_0_3H_S29",NA,"1-T12_0_3H_S29_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",4326,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T12.fasta 00_Raw-Data/1-T12_0_3H_S29_R1_001.fastq.gz 00_Raw-Data/1-T12_0_3H_S29_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12_0_3H_S29_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12_0_3H_S29_genome.sam > ./01_Bam-Files/1-T12_0_3H_S29_genome.bam","samtools view -h ./01_Bam-Files/1-T12_0_3H_S29_genome.bam > ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.bam > ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_3H_S29_covstats.txt basecov=./02_Variant-Calling/1-T12_0_3H_S29_basecov.txt countgc=f overwrite=t 2> PSP0067.txt","samtools mpileup ./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12_0_3H_S29_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12_0_3H_S29_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_3H_S29_allVariants.vcf shist=./02_Variant-Calling/1-T12_0_3H_S29_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0074","1-T13_0_3H_S36",NA,"1-T13_0_3H_S36_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",714,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T13.fasta 00_Raw-Data/1-T13_0_3H_S36_R1_001.fastq.gz 00_Raw-Data/1-T13_0_3H_S36_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_0_3H_S36_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_0_3H_S36_genome.sam > ./01_Bam-Files/1-T13_0_3H_S36_genome.bam","samtools view -h ./01_Bam-Files/1-T13_0_3H_S36_genome.bam > ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.bam > ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_3H_S36_covstats.txt basecov=./02_Variant-Calling/1-T13_0_3H_S36_basecov.txt countgc=f overwrite=t 2> PSP0074.txt","samtools mpileup ./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_0_3H_S36_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_0_3H_S36_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_3H_S36_allVariants.vcf shist=./02_Variant-Calling/1-T13_0_3H_S36_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0081","1-T14_0_3H_S43",NA,"1-T14_0_3H_S43_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",9288,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T14.fasta 00_Raw-Data/1-T14_0_3H_S43_R1_001.fastq.gz 00_Raw-Data/1-T14_0_3H_S43_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_0_3H_S43_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_0_3H_S43_genome.sam > ./01_Bam-Files/1-T14_0_3H_S43_genome.bam","samtools view -h ./01_Bam-Files/1-T14_0_3H_S43_genome.bam > ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.bam > ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_3H_S43_covstats.txt basecov=./02_Variant-Calling/1-T14_0_3H_S43_basecov.txt countgc=f overwrite=t 2> PSP0081.txt","samtools mpileup ./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_0_3H_S43_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_0_3H_S43_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_3H_S43_allVariants.vcf shist=./02_Variant-Calling/1-T14_0_3H_S43_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0138","1-T9_3M_S3",NA,"1-T9_3M_S3_RX_001.fastq.gz","T9","pilot","2024-08-07",NA,"09/19/2024","T9",1816886,0,NA,4750900,NA,NA,"","bwa mem -M T9.fasta 00_Raw-Data/1-T9_3M_S3_R1_001.fastq.gz 00_Raw-Data/1-T9_3M_S3_R2_001.fastq.gz >  ./temp_Sam-Files/1-T9_3M_S3_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T9_3M_S3_genome.sam > ./01_Bam-Files/1-T9_3M_S3_genome.bam","samtools view -h ./01_Bam-Files/1-T9_3M_S3_genome.bam > ./01_Bam-Files/1-T9_3M_S3_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T9_3M_S3_genome.filt.bam > ./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.sorted.bam ref=T9.fasta out=./02_Variant-Calling/1-T9_3M_S3_covstats.txt basecov=./02_Variant-Calling/1-T9_3M_S3_basecov.txt countgc=f overwrite=t 2> PSP0138.txt","samtools mpileup ./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.sorted.bam -f ./T9.fasta > ./02_Variant-Calling/1-T9_3M_S3_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T9_3M_S3_genome.filt.qual.sorted.bam ref=T9.fasta out=./02_Variant-Calling/1-T9_3M_S3_allVariants.vcf shist=./02_Variant-Calling/1-T9_3M_S3_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0087","1-T15_0_12H_S50",NA,"1-T15_0_12H_S50_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",66164,0,NA,69800,NA,NA,"","bwa mem -M T15.fasta 00_Raw-Data/1-T15_0_12H_S50_R1_001.fastq.gz 00_Raw-Data/1-T15_0_12H_S50_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_0_12H_S50_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_0_12H_S50_genome.sam > ./01_Bam-Files/1-T15_0_12H_S50_genome.bam","samtools view -h ./01_Bam-Files/1-T15_0_12H_S50_genome.bam > ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.bam > ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_12H_S50_covstats.txt basecov=./02_Variant-Calling/1-T15_0_12H_S50_basecov.txt countgc=f overwrite=t 2> PSP0087.txt","samtools mpileup ./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_0_12H_S50_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_0_12H_S50_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_12H_S50_allVariants.vcf shist=./02_Variant-Calling/1-T15_0_12H_S50_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0091","1-T15_3M_S47",NA,"1-T15_3M_S47_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",3642610,0,NA,5790100,NA,NA,"","bwa mem -M T15.fasta 00_Raw-Data/1-T15_3M_S47_R1_001.fastq.gz 00_Raw-Data/1-T15_3M_S47_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_3M_S47_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_3M_S47_genome.sam > ./01_Bam-Files/1-T15_3M_S47_genome.bam","samtools view -h ./01_Bam-Files/1-T15_3M_S47_genome.bam > ./01_Bam-Files/1-T15_3M_S47_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_3M_S47_genome.filt.bam > ./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_3M_S47_covstats.txt basecov=./02_Variant-Calling/1-T15_3M_S47_basecov.txt countgc=f overwrite=t 2> PSP0091.txt","samtools mpileup ./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_3M_S47_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_3M_S47_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_3M_S47_allVariants.vcf shist=./02_Variant-Calling/1-T15_3M_S47_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0121","1-T19_1_2DCA_S86",NA,"1-T19_1_2DCA_S86_RX_001.fastq.gz","T19","pilot","2024-08-07",NA,"09/19/2024","T19",111860,0,NA,4598600,NA,NA,"","bwa mem -M T19.fasta 00_Raw-Data/1-T19_1_2DCA_S86_R1_001.fastq.gz 00_Raw-Data/1-T19_1_2DCA_S86_R2_001.fastq.gz >  ./temp_Sam-Files/1-T19_1_2DCA_S86_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T19_1_2DCA_S86_genome.sam > ./01_Bam-Files/1-T19_1_2DCA_S86_genome.bam","samtools view -h ./01_Bam-Files/1-T19_1_2DCA_S86_genome.bam > ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.bam > ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_1_2DCA_S86_covstats.txt basecov=./02_Variant-Calling/1-T19_1_2DCA_S86_basecov.txt countgc=f overwrite=t 2> PSP0121.txt","samtools mpileup ./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.sorted.bam -f ./T19.fasta > ./02_Variant-Calling/1-T19_1_2DCA_S86_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T19_1_2DCA_S86_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_1_2DCA_S86_allVariants.vcf shist=./02_Variant-Calling/1-T19_1_2DCA_S86_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
